      0.00	1
      0.00	2
      0.00	3
      0.00	4
      0.00	5
      0.00	6
      0.00	7
      0.00	8
      0.00	9
   1144.26	10
    943.36	11
    791.08	12
  11991.42	13
  11000.78	14
  21566.76	15
  31606.76	16
  29525.89	17
  27701.17	18
  26088.16	19
  24652.10	20
  32366.13	21
  30754.94	22
  29296.31	23
  27969.58	24
  26757.65	25
  25646.24	26
  24623.36	27
  23678.85	28
  22804.05	29
  21991.50	30
  21234.81	31
  20528.41	32
  19867.45	33
  19247.69	34
  18665.39	35
  18117.26	36
  17600.38	37
  17112.15	38
  16650.26	39
  20858.04	40
  20322.91	41
  19814.53	42
  19330.96	43
  18870.42	44
  18431.31	45
  18012.16	46
  17611.64	47
  21158.82	48
  20707.64	49
  20275.30	50
  19860.64	51
  19462.59	52
  19080.19	53
  18712.52	54
  18358.76	55
  18018.11	56
  17689.88	57
  17373.39	58
  17068.03	59
  16773.21	60
  16488.41	61
  16213.11	62
  18961.30	63
  18654.57	64
  18357.61	65
  20987.32	66
  20663.14	67
  23214.50	68
  22866.28	69
  22528.34	70
  22200.26	71
  21881.59	72
  21571.95	73
  21270.95	74
  20978.23	75
  20693.46	76
  20416.33	77
  20146.51	78
  19883.74	79
  19627.74	80
  21793.69	81
  23927.94	82
  23630.78	83
  23340.91	84
  23058.07	85
  22782.00	86
  22512.46	87
  22249.24	88
  24222.60	89
  23945.62	90
  23674.90	91
  23410.24	92
  23151.43	93
  22898.29	94
  22650.62	95
  22408.25	96
  22171.02	97
  21938.76	98
  21711.32	99
  21488.54	100
  21270.29	101
  21056.44	102
  20846.84	103
  22553.79	104
  22333.52	105
  24005.09	106
  23774.99	107
  25411.85	108
  25172.69	109
  24937.99	110
  24707.63	111
  24481.49	112
  24259.46	113
  24041.41	114
  23827.25	115
  25356.29	116
  26866.92	117
  26633.56	118
  26404.21	119
  26178.79	120
  25957.18	121
  27406.26	122
  28838.02	123
  28599.70	124
  30004.33	125
  29760.27	126
  29520.16	127
  29283.89	128
  29051.37	129
  30402.26	130
  30164.52	131
  29930.48	132
  29700.04	133
  29473.13	134
  29249.66	135
  29029.55	136
  28812.74	137
  28599.14	138
  28388.69	139
  28181.31	140
  27976.94	141
  27775.52	142
  29013.56	143
  28807.55	144
  28604.45	145
  28404.19	146
  28206.72	147
  28011.98	148
  29201.27	149
  29002.33	150
  28806.08	151
  28612.47	152
  29769.64	153
  29572.13	154
  29377.23	155
  29184.88	156
  30311.54	157
  30115.57	158
  29922.11	159
  29731.13	160
  29542.57	161
  29356.39	162
  29172.55	163
  28990.99	164
  28811.68	165
  28634.57	166
  28459.63	167
  28286.82	168
  28116.09	169
  27947.41	170
  28989.64	171
  28817.73	172
  28647.85	173
  28479.95	174
  28314.02	175
  28150.01	176
  27987.89	177
  27827.62	178
  27669.18	179
  27512.54	180
  28500.80	181
  28341.21	182
  28183.39	183
  28027.32	184
  27872.98	185
  27720.32	186
  27569.33	187
  27419.97	188
  27272.23	189
  27126.07	190
  26981.47	191
  26838.40	192
  27769.58	193
  27623.84	194
  27479.62	195
  27336.90	196
  27195.66	197
  27055.86	198
  26917.50	199
  26780.55	200
  26644.98	201
  27536.79	202
  27398.76	203
  27262.10	204
  27126.81	205
  26992.84	206
  26860.20	207
  26728.85	208
  26598.78	209
  26469.97	210
  26342.41	211
  27194.55	212
  27064.71	213
