      0.00	1
      0.00	2
      0.00	3
      0.00	4
      0.00	5
      0.00	6
      0.00	7
      0.00	8
      0.00	9
  43451.81	10
  39598.53	11
  36372.32	12
  56617.93	13
  52707.90	14
  67625.39	15
  79883.43	16
  75406.05	17
  71401.22	18
  67798.32	19
  64540.05	20
  73815.00	21
  70599.78	22
  67651.68	23
  64938.91	24
  62434.51	25
  60115.45	26
  57961.96	27
  55957.00	28
  54085.74	29
  52335.29	30
  50694.34	31
  49152.96	32
  47702.36	33
  46334.78	34
  45043.29	35
  43821.74	36
  42664.59	37
  41566.90	38
  40524.20	39
  46036.07	40
  44939.64	41
  43894.15	42
  42896.12	43
  41942.41	44
  41030.13	45
  40156.64	46
  39319.52	47
  43877.12	48
  43001.04	49
  42159.21	50
  41349.66	51
  40570.59	52
  39820.29	53
  39097.21	54
  38399.89	55
  37726.98	56
  37077.23	57
  36449.46	58
  35842.57	59
  35255.54	60
  34687.42	61
  34137.30	62
  37668.64	63
  37090.53	64
  36529.87	65
  39825.52	66
  39242.03	67
  42367.96	68
  41765.72	69
  41180.34	70
  40611.12	71
  40057.40	72
  39518.57	73
  38994.02	74
  38483.20	75
  37985.58	76
  37500.66	77
  37027.94	78
  36566.99	79
  36117.36	80
  38768.88	81
  41334.61	82
  40845.47	83
  40367.77	84
  39901.10	85
  39445.08	86
  38999.36	87
  38563.60	88
  40917.74	89
  40470.94	90
  40033.78	91
  39605.95	92
  39187.17	93
  38777.14	94
  38375.59	95
  37982.27	96
  37596.92	97
  37219.30	98
  36849.19	99
  36486.36	100
  36130.60	101
  35781.70	102
  35439.47	103
  37479.39	104
  37127.92	105
  39102.56	106
  38742.88	107
  40656.41	108
  40289.44	109
  39929.03	110
  39575.00	111
  39227.19	112
  38885.43	113
  38549.57	114
  38219.46	115
  40000.02	116
  41742.43	117
  41394.36	118
  41052.04	119
  40715.33	120
  40384.09	121
  42046.64	122
  43675.93	123
  43329.46	124
  44917.08	125
  44566.52	126
  44221.39	127
  43881.55	128
  43546.89	129
  45068.03	130
  44729.65	131
  44396.31	132
  44067.90	133
  43744.31	134
  43425.43	135
  43111.16	136
  42801.40	137
  42496.05	138
  42195.03	139
  41898.24	140
  41605.59	141
  41317.00	142
  42714.40	143
  42422.29	144
  42134.16	145
  41849.90	146
  41569.46	147
  41292.74	148
  42631.33	149
  42351.39	150
  42075.10	151
  41802.38	152
  43099.77	153
  42824.10	154
  42551.93	155
  42283.19	156
  43541.83	157
  43270.38	158
  43002.29	159
  42737.49	160
  42475.93	161
  42217.56	162
  41962.30	163
  41710.11	164
  41460.93	165
  41214.70	166
  40971.38	167
  40730.92	168
  40493.26	169
  40258.35	170
  41425.21	171
  41187.74	172
  40952.97	173
  40720.85	174
  40491.36	175
  40264.43	176
  40040.03	177
  39818.11	178
  39598.64	179
  39381.58	180
  40487.61	181
  40268.14	182
  40051.04	183
  39836.27	184
  39623.79	185
  39413.56	186
  39205.55	187
  38999.71	188
  38796.03	189
  38594.47	190
  38394.98	191
  38197.55	192
  39240.06	193
  39040.40	194
  38842.75	195
  38647.09	196
  38453.39	197
  38261.62	198
  38071.75	199
  37883.76	200
  37697.62	201
  38695.00	202
  38506.77	203
  38320.36	204
  38135.75	205
  37952.90	206
  37771.80	207
  37592.41	208
  37414.72	209
  37238.71	210
  37064.34	211
  38016.69	212
  37840.37	213
